Emotion,keywords
sadness,  bedroom feel lonely n  moods guess grrrr
fear,  beep o scary chick loathing algorithm
anger,  beggars belief grind  draws think were ahead oxford game
joy,  belated thank you happy thanksgiving positiverippleeffect 
anger,  believe got hypotical highway leading danger zone mad
anger,  believe uncle aunt came stay week  advance 
joy,  believein jesus brings amp makes better person problem it
fear,  ben mocest amazon et cest des pub pour des accessoires b√©b√©
surprise,  ben op weg naar heeft de tas ntworpen en gemaakt  heel  nov nieuw
fear,  ben quand voit que les jeux de noel de konamcest du remake hd
joy,  best cute love happy you
surprise,  best girlfriend ever taking trip day
surprise,  best jungle me party ever need new me year
joy,  best thing ive heard day familyst
sadness,  best time cry rain crying
sadness,  best time west striped sweater time
surprise,  best way dude best way check fb wall btw
surprise,  bet baby b new years matter months preg lol
fear,  bet flappin ya wee panic merchant wear
sadness,  bet watched soap operas day news cut middle pivotal moments haha
joy,  bet yeah bad thanks daily commute
joy,  better hanukkah bush decorated tis season hanukkah music pandora station
anger,  better limit damage  control anger   pretend mind 
anger,  better limit damage  control anger   pretend nt mind 
disgust,  better share egg kid haha p
sadness,  better start soon girl die
surprise,  better suspended morrow  bc gotta gift 
sadness,  better time oh busy life time me loveyou
joy,  better wake pancakes feel like day going mad depressing
anger,  better work   got n stuff desk 
sadness,  betterill try forgive big 
surprise,  bieber bieber party rockers nice big oh ur sexy u know
joy,  big list items need found transferred shop thats taken  hours bak later
surprise,  big move antwan randle el converted qb new franchise comingoverfromdarkside
fear,  big time saw lot heart hearts
joy,  billy crystal extremely proud day
sadness,  bird hes bird  want bird
joy,  birthday  weeks christmas lots family time
joy,  birthday offer amp happiness know you happybdayian happybirthdayisf
surprise,  birthday present finally home hahaha bestpresenteverrrr
joy,  biscuits use couple tea wels went paper work o
joy,  bit con need xbox well y hmmmm bonus spend
joy,  bit guy keeled c section clever children playing fountains
fear,  bits chat coming me hope state  phosyet chocolate fingers right shop
surprise,  black amp lots luscious weave
fear,  black guy jumping infront cars way cheer earlier
surprise,  blacked night guarantee remember happened morningafternoon
joy,  blame you literally struggling eyes open look whos
joy,  blessed you rt    line camp leader blessed happy baylor sicem linecamp
joy,  body platter nipples covered sushvagina covered salmon
surprise,  bon bon good luck night ill meet roxbury
sadness,  boo fact beautiful face work kills
surprise,  boo indeed fabulous carlas present ready th
sadness,  bor pretend bla men fedohoom fedo ryooshom making place
fear,  bordel elle sort do√π miss bretagne 
surprise,  bosn epic decided coming gonna tell 
surprise,  bought christmas gifts yesterday standing right orlol
joy,  bout head
surprise,  bout meet ass that lol dont know
joy,  bout ready hit road again sps ok turkey time ampregroup time ampn  ol√©
surprise,  bout visit morrow reason
surprise,  boy please mare getting tickets stroppy  year old sulking cos asked home early
sadness,  brandis cover roy orbison quotits overquotand officially uring bit
sadness,  brew potion  point legit
surprise,  brihanna fitch going love mee m woo
joy,  bring joy tell brings u win tbs goodiesslt
joy,  bring plent cloudy rainy day 
fear,  bring soft cunts future
joy,  brings  ive bought christmas presents trawl loads shops 
joy,  brings  steaming hot bath cuppa followed cuddles cold nights  imgettingold 
joy,  brings happy loving family heartache weve years xx
joy,  brings joy best sound world daughter giggling sleep cus knows nearly christmas
joy,  brings kids bed  bottle wine  joy
joy,  brings know saving animals eating aspect life  vegan
joy,  brings nice smile elses face
joy,  brings realising fortunate am terms family friends love  true meaning christmas
joy,  brings seeing boyfriends amp familys faces ive seen weeks little things matter 
joy,  brings spending second christmas  years naval husband new bump
joy,  brings think spending christmas family friends home ive missed m
joy,  brings watch nieces nephews faces christmas eve dad famous santa routine 
surprise,  bro like allot wearing xmas meal knows
surprise,  bro menring res super cool spot had buttttttttttt brownies 
surprise,  bro text close home
sadness,  bror p miss playing hockey
sadness,  bror talked excuse come visit you mehhh
surprise,  brownies were goodschoolwork lol
surprise,  btw socaled no fan shoaib akhtar plz check wall fb d  
anger,  bubbs wish bud weekend merthyr site gotta b like fkkk
anger,  bud puts bud inna choke hold  
joy,  bud u day tweet fuckin broke cuz damn lockout 
joy,  buddy elf whats favourite colour
surprise,  building amp trades haha supposed work new school messed orders
sadness,  burst left eardrum
sadness,  business school success
anger,  but exception termneed necessary futility  re
sadness,  butbut u cant miss u fake girlfriend fake love you wellthisisawkward sorry
sadness,  buy pug hoodie cant find site xx
joy,  buying gifts body shop amp knowing friends going love m ff
fear,  c bizarre jose m√™me pas dire quotpas capquot lol    
surprise,  c√©tait un tweet borderline un peu mais jattend limage
sadness,  cabanga nje ukuthukeith sweat performing alongside ringo sa jazz artists semiwns
joy,  calls super hyper waking
surprise,  came home day yesterday right smh wayy press
surprise,  came home homecoming weekend jumped car kendall drove
sadness,  came picked ipod jam session over
joy,  came spanish class mad shit doee lls
sadness,  cant  respirary infection rest research debate morrow night
sadness,  cant access ustream miss missed concert south africa cant 
sadness,  cant anymore dsp procrastinating start homework
sadness,  cant believe sick better ready rage night leave morrow
sadness,  cant comemy mom home ride
joy,  cant explain happiness right love
joy,  cant finally happened aaah proud her cant wait  c
joy,  cant friends night dull morning
joy,  cant hicks doing st time ages little spoon d
surprise,  cant honestly dont think going rest yearand idk outline
sadness,  cant maybe ill luck morrow lt lt knwow hat ill xtrafacr tbh
sadness,  cant miss important meeting 
anger,  cant retweet stuff public domain t moment hate people treating clinically stupid
surprise,  cant wait dinner ps actually time day 
joy,  cant wait n los angeles night hope inspirational u dodgers stadium thats
sadness,  cant wait night oh wait coming home til morrow 
joy,  cant wait postfinals lunch date week
surprise,  cant wait til dad comes home sees speakers basement lmao
surprise,  cant wait till friday mhmmwonder 
sadness,  car fast 
fear,  car oula starac nest pas morte outreatlantique
joy,  care less loa teams cheers
sadness,  carlos lost number got new number 
fear,  casual noo wearefalkirk anat getting pair cruyffs sney livin large
joy,  casually looking months elle mag amys tits face nuts something like 
fear,  cats afraid water waterrain rainsrms srmslightning panrs lightning gobolts
fear,  cats afraid water waterrain rainsrms srmslightning panrs lightning gobolts
surprise,  catty numberonefans  want roll pride tshirt promise id wear
surprise,  cedric communication class talking fb chat o didntexpectthat
joy,  celebrate adoption day celebrate day reentered belarus
joy,  celebrating birthday amp droppin new album livin life wmad style  happy birthday xoxo success
joy,  celebrating wit lil sis baby showerhope aint come
surprise,  celebration w family small gifts w crazy rhymes amp packages  singing loads yummy sinterklaas sweets ù§
joy,  cell phone service tweeting you shopping
sadness,  cellphone dead computer dead dead
fear,  cest au minimum ce que jachaque matin dans boite pro demain je reviens apr√®s  jours dabsence
surprise,  cest pour les parents et shhhhhht
surprise,  cest un gars il tweet trop pas et il apparait de temps en temps comme ca
fear,  cest une id√©e je l√¢cherabien mon chat √† la sie mais japeur quil se roule en boule et sendorme
sadness,  chabeing shade lighter spoiled opportunities
fear,  chairita devil lair ogod lol
joy,  chance send best we wishes ol√© b uch
sadness,  change bio road aanymore
joy,  change hlntv lighter fare amp eagerly await behar show
anger,  change thinking w word god amp create emotional adjustment find scriptures
sadness,  chargers fan looking forward year
sadness,  che sfaiga io non perch√® sono cos√¨ tranquilla forse perch√® ho la consapevolezza dnon avere sold
surprise,  check mail  important fans
surprise,  check mailbox message      thanks 
sadness,  checked    iphone so guess droidloving self cant use
fear,  checking return super dragon   iwantwrestling
anger,  cheek look   smirk swear catch guy chilled chivalry actually kill m
sadness,  cheer baby girl u flu care ya
surprise,  cheers playaaaaaa  heard left telling vaughany hah monday guess
joy,  cherish moment friend me realised lucky me
joy,  cherub apparently like  hours long o
surprise,  chez actually dare googling it
sadness,  chez les cousins night snif
sadness,  chicago musical memphis shows damn time
